"idCliente","Nome","Tipo","Media de Alunos","Classificacao","idCidade"
"11415","CLI9515","Universidade Privada","415","D","524"
"11416","CLI9516","Universidade Privada","500","B","501"
"11417","CLI9517","Universidade Privada","482","C","505"
"11418","CLI9518","Escola Secundária","452","A","527"
"11419","CLI9519","Universidade Pública","344","B","516"
"11420","CLI9520","Universidade Pública","311","A","527"
"11421","CLI9521","Universidade Pública","431","C","516"
"11422","CLI9522","Universidade Pública","373","B","530"
"11423","CLI9523","Universidade Privada","323","B","528"
"11424","CLI9524","Escola Fundamental","315","B","504"
"11425","CLI9525","Escola Fundamental","430","A","518"
"11426","CLI9526","Escola Secundária","417","D","524"
"11427","CLI9527","Universidade Pública","456","C","510"
"11428","CLI9528","Universidade Pública","431","B","508"
"11429","CLI9529","Universidade Pública","331","D","526"
"11430","CLI9530","Escola Secundária","334","C","524"
"11431","CLI9531","Universidade Privada","379","A","504"
"11432","CLI9532","Universidade Pública","341","A","503"
"11433","CLI9533","Universidade Privada","486","A","532"
"11434","CLI9534","Universidade Pública","410","B","506"
"11435","CLI9535","Escola Secundária","319","D","514"
"11436","CLI9536","Universidade Privada","392","C","505"
"11437","CLI9537","Escola Secundária","495","D","505"
"11438","CLI9538","Universidade Privada","482","A","529"
"11439","CLI9539","Universidade Privada","456","C","528"
"11440","CLI9540","Escola Fundamental","473","B","523"
"11441","CLI9541","Universidade Pública","373","D","529"
"11442","CLI9542","Escola Fundamental","379","A","525"
"11443","CLI9543","Universidade Privada","379","C","502"
"11444","CLI9544","Escola Fundamental","316","C","518"
"11445","CLI9545","Universidade Pública","323","A","528"
"11446","CLI9546","Escola Secundária","369","A","505"
"11447","CLI9547","Escola Fundamental","481","D","526"
"11448","CLI9548","Escola Fundamental","494","C","525"
"11449","CLI9549","Escola Secundária","387","A","518"
"11450","CLI9550","Escola Fundamental","369","C","509"
"11451","CLI9551","Escola Secundária","465","A","505"
"11452","CLI9552","Universidade Pública","488","C","511"
"11453","CLI9553","Universidade Privada","371","A","520"
"11454","CLI9554","Escola Fundamental","458","A","519"
"11455","CLI9555","Universidade Pública","429","D","514"
"11456","CLI9556","Universidade Pública","308","A","501"
"11457","CLI9557","Escola Fundamental","329","B","521"
"11458","CLI9558","Escola Secundária","370","B","522"
"11459","CLI9559","Escola Fundamental","494","A","523"
"11460","CLI9560","Universidade Pública","302","D","528"
"11461","CLI9561","Universidade Privada","384","C","517"
"11462","CLI9562","Escola Secundária","424","D","531"
"11463","CLI9563","Escola Secundária","333","B","531"
"11464","CLI9564","Escola Fundamental","440","A","520"
"11465","CLI9565","Universidade Pública","365","C","521"
"11466","CLI9566","Universidade Privada","385","C","522"
"11467","CLI9567","Escola Fundamental","307","A","505"
"11468","CLI9568","Escola Fundamental","315","C","501"
"11469","CLI9569","Escola Fundamental","326","B","502"
"11470","CLI9570","Escola Secundária","464","D","522"
"11471","CLI9571","Universidade Privada","313","C","513"
"11472","CLI9572","Universidade Privada","464","A","523"
"11473","CLI9573","Escola Fundamental","388","A","521"
"11474","CLI9574","Universidade Privada","375","A","508"
"11475","CLI9575","Universidade Pública","471","C","508"
"11476","CLI9576","Escola Fundamental","472","B","505"
"11477","CLI9577","Universidade Privada","327","A","516"
"11478","CLI9578","Escola Fundamental","457","B","519"
"11479","CLI9579","Escola Secundária","391","C","509"
"11480","CLI9580","Universidade Pública","355","B","506"
"11481","CLI9581","Universidade Pública","448","B","502"
"11482","CLI9582","Escola Fundamental","420","B","512"
"11483","CLI9583","Escola Fundamental","436","B","533"
"11484","CLI9584","Universidade Pública","487","B","513"
"11485","CLI9585","Universidade Privada","331","A","533"
"11486","CLI9586","Escola Fundamental","363","D","500"
"11487","CLI9587","Escola Fundamental","468","B","502"
"11488","CLI9588","Escola Fundamental","358","B","518"
"11489","CLI9589","Escola Fundamental","394","C","513"
"11490","CLI9590","Escola Secundária","328","C","516"
"11491","CLI9591","Universidade Pública","408","D","507"
"11492","CLI9592","Universidade Pública","354","B","519"
"11493","CLI9593","Escola Fundamental","491","D","525"
"11494","CLI9594","Universidade Pública","344","A","533"
"11495","CLI9595","Escola Secundária","449","D","532"
"11496","CLI9596","Escola Fundamental","316","A","531"
"11497","CLI9597","Escola Secundária","465","B","503"
"11498","CLI9598","Universidade Privada","366","A","532"
"11499","CLI9599","Escola Fundamental","387","A","531"
"11500","CLI9600","Escola Secundária","412","B","528"
"11501","CLI9601","Universidade Privada","422","D","515"
"11502","CLI9602","Universidade Pública","343","C","523"
"11503","CLI9603","Escola Secundária","324","B","527"
"11504","CLI9604","Universidade Privada","338","B","502"
"11505","CLI9605","Universidade Privada","370","C","510"
"11506","CLI9606","Escola Fundamental","341","D","527"
"11507","CLI9607","Escola Fundamental","345","C","533"
"11508","CLI9608","Escola Fundamental","488","B","524"
"11509","CLI9609","Escola Secundária","489","B","500"
"11510","CLI9610","Universidade Pública","331","B","533"
"11511","CLI9611","Universidade Pública","402","A","510"
"11512","CLI9612","Universidade Pública","457","C","531"
"11513","CLI9613","Universidade Pública","380","A","529"
"11514","CLI9614","Escola Fundamental","339","B","529"
"11515","CLI9615","Universidade Privada","324","C","504"
"11516","CLI9616","Escola Fundamental","321","B","532"
"11517","CLI9617","Escola Fundamental","414","A","533"
"11518","CLI9618","Escola Fundamental","435","A","507"
"11519","CLI9619","Universidade Pública","459","A","500"
"11520","CLI9620","Escola Secundária","344","D","511"
"11521","CLI9621","Universidade Privada","328","A","522"
"11522","CLI9622","Universidade Pública","392","D","532"
"11523","CLI9623","Escola Fundamental","334","C","533"
"11524","CLI9624","Escola Fundamental","451","D","512"
"11525","CLI9625","Universidade Privada","464","D","525"
"11526","CLI9626","Escola Fundamental","344","A","533"
"11527","CLI9627","Universidade Privada","377","D","507"
"11528","CLI9628","Universidade Privada","432","B","501"
"11529","CLI9629","Universidade Privada","389","D","531"
"11530","CLI9630","Escola Secundária","383","B","529"
"11531","CLI9631","Universidade Pública","314","D","508"
"11532","CLI9632","Universidade Pública","454","A","500"
"11533","CLI9633","Universidade Pública","395","D","533"
"11534","CLI9634","Universidade Pública","301","C","511"
"11535","CLI9635","Universidade Privada","301","B","506"
"11536","CLI9636","Universidade Privada","336","C","510"
"11537","CLI9637","Universidade Privada","375","C","508"
"11538","CLI9638","Universidade Privada","398","A","509"
"11539","CLI9639","Universidade Privada","309","C","504"
"11540","CLI9640","Universidade Privada","485","A","511"
"11541","CLI9641","Universidade Privada","401","A","501"
"11542","CLI9642","Escola Fundamental","417","D","517"
"11543","CLI9643","Universidade Pública","351","C","533"
"11544","CLI9644","Escola Secundária","459","C","510"
"11545","CLI9645","Escola Fundamental","482","D","531"
"11546","CLI9646","Universidade Privada","330","B","523"
"11547","CLI9647","Escola Fundamental","376","A","513"
"11548","CLI9648","Universidade Privada","413","B","531"
"11549","CLI9649","Escola Fundamental","460","B","504"
"11550","CLI9650","Escola Secundária","398","D","528"
"11551","CLI9651","Escola Fundamental","324","C","525"
"11552","CLI9652","Escola Fundamental","409","A","512"
"11553","CLI9653","Escola Secundária","361","B","510"
"11554","CLI9654","Escola Fundamental","444","D","501"
"11555","CLI9655","Universidade Pública","422","D","509"
"11556","CLI9656","Escola Fundamental","481","A","503"
"11557","CLI9657","Escola Secundária","365","C","514"
"11558","CLI9658","Universidade Pública","371","B","506"
"11559","CLI9659","Universidade Pública","438","A","515"
"11560","CLI9660","Escola Fundamental","392","D","510"
"11561","CLI9661","Universidade Privada","436","C","502"
"11562","CLI9662","Escola Fundamental","422","B","505"
"11563","CLI9663","Universidade Privada","452","B","533"
"11564","CLI9664","Universidade Pública","449","A","519"
"11565","CLI9665","Universidade Privada","357","A","518"
"11566","CLI9666","Universidade Pública","333","B","531"
"11567","CLI9667","Universidade Pública","345","B","520"
"11568","CLI9668","Universidade Privada","416","C","507"
"11569","CLI9669","Escola Secundária","392","D","527"
"11570","CLI9670","Universidade Pública","418","D","515"
"11571","CLI9671","Escola Fundamental","323","D","530"
"11572","CLI9672","Escola Secundária","371","D","527"
"11573","CLI9673","Escola Secundária","448","B","531"
"11574","CLI9674","Universidade Pública","396","C","509"
"11575","CLI9675","Universidade Privada","436","B","507"
"11576","CLI9676","Escola Fundamental","308","D","512"
"11577","CLI9677","Escola Fundamental","485","C","516"
"11578","CLI9678","Universidade Pública","486","D","512"
"11579","CLI9679","Universidade Pública","407","A","513"
"11580","CLI9680","Universidade Pública","469","C","500"
"11581","CLI9681","Universidade Privada","354","B","510"
"11582","CLI9682","Universidade Pública","381","C","506"
"11583","CLI9683","Universidade Privada","422","D","527"
"11584","CLI9684","Escola Secundária","326","D","519"
"11585","CLI9685","Universidade Pública","413","C","513"
"11586","CLI9686","Universidade Privada","329","B","527"
"11587","CLI9687","Universidade Pública","363","B","528"
"11588","CLI9688","Escola Secundária","423","B","524"
"11589","CLI9689","Escola Fundamental","422","D","527"
"11590","CLI9690","Escola Fundamental","356","C","505"
"11591","CLI9691","Universidade Privada","389","A","503"
"11592","CLI9692","Universidade Pública","316","C","512"
"11593","CLI9693","Universidade Pública","415","A","514"
"11594","CLI9694","Universidade Pública","306","D","510"
"11595","CLI9695","Escola Secundária","455","B","520"
"11596","CLI9696","Universidade Privada","312","B","524"
"11597","CLI9697","Escola Fundamental","329","B","525"
"11598","CLI9698","Universidade Pública","498","B","507"
"11599","CLI9699","Escola Secundária","430","B","521"
"11600","CLI9700","Escola Secundária","335","B","531"
"11601","CLI9701","Escola Secundária","329","A","511"
"11602","CLI9702","Escola Secundária","378","B","502"
"11603","CLI9703","Universidade Pública","326","B","504"
"11604","CLI9704","Universidade Pública","342","D","532"
"11605","CLI9705","Universidade Privada","407","B","501"
"11606","CLI9706","Universidade Pública","301","D","514"
"11607","CLI9707","Universidade Privada","457","D","517"
"11608","CLI9708","Universidade Pública","303","A","505"
"11609","CLI9709","Universidade Privada","347","D","529"
"11610","CLI9710","Universidade Privada","498","B","523"
"11611","CLI9711","Escola Secundária","312","A","504"
"11612","CLI9712","Universidade Privada","476","D","515"
"11613","CLI9713","Universidade Pública","359","C","505"
"11614","CLI9714","Universidade Privada","451","B","529"
"11615","CLI9715","Universidade Privada","477","B","524"
"11616","CLI9716","Universidade Pública","319","B","529"
"11617","CLI9717","Universidade Privada","379","B","508"
"11618","CLI9718","Universidade Pública","415","D","530"
"11619","CLI9719","Universidade Privada","334","B","505"
"11620","CLI9720","Universidade Privada","440","B","513"
"11621","CLI9721","Escola Secundária","408","C","510"
"11622","CLI9722","Universidade Privada","440","B","513"
"11623","CLI9723","Universidade Pública","386","A","501"
"11624","CLI9724","Universidade Pública","310","C","508"
"11625","CLI9725","Universidade Privada","408","D","500"
"11626","CLI9726","Escola Secundária","388","C","501"
"11627","CLI9727","Escola Secundária","350","D","517"
"11628","CLI9728","Escola Secundária","325","A","523"
"11629","CLI9729","Escola Secundária","355","A","530"
"11630","CLI9730","Escola Secundária","339","B","514"
"11631","CLI9731","Universidade Privada","487","A","514"
"11632","CLI9732","Escola Secundária","469","B","515"
"11633","CLI9733","Escola Secundária","351","C","518"
"11634","CLI9734","Escola Fundamental","310","C","510"
"11635","CLI9735","Universidade Pública","375","C","527"
"11636","CLI9736","Escola Secundária","486","D","521"
"11637","CLI9737","Universidade Pública","366","B","510"
"11638","CLI9738","Escola Fundamental","440","D","500"
"11639","CLI9739","Escola Fundamental","499","C","506"
"11640","CLI9740","Universidade Pública","365","C","528"
"11641","CLI9741","Universidade Privada","386","B","520"
"11642","CLI9742","Universidade Privada","425","A","517"
"11643","CLI9743","Universidade Pública","309","A","518"
"11644","CLI9744","Universidade Privada","498","B","522"
"11645","CLI9745","Escola Fundamental","418","D","503"
"11646","CLI9746","Escola Fundamental","498","D","512"
"11647","CLI9747","Escola Fundamental","355","C","516"
"11648","CLI9748","Escola Secundária","391","A","507"
"11649","CLI9749","Escola Fundamental","364","B","503"
"11650","CLI9750","Escola Secundária","450","C","502"
"11651","CLI9751","Universidade Privada","306","D","502"
"11652","CLI9752","Escola Fundamental","355","C","500"
"11653","CLI9753","Universidade Privada","409","D","520"
"11654","CLI9754","Universidade Pública","383","A","506"
"11655","CLI9755","Escola Fundamental","467","A","528"
"11656","CLI9756","Escola Fundamental","342","D","532"
"11657","CLI9757","Escola Secundária","477","A","521"
"11658","CLI9758","Escola Secundária","465","A","511"
"11659","CLI9759","Escola Fundamental","337","A","520"
"11660","CLI9760","Escola Secundária","338","B","503"
"11661","CLI9761","Escola Fundamental","441","D","514"
"11662","CLI9762","Escola Fundamental","495","C","527"
"11663","CLI9763","Universidade Pública","338","C","522"
"11664","CLI9764","Universidade Pública","372","C","506"
"11665","CLI9765","Escola Secundária","406","C","519"
"11666","CLI9766","Escola Fundamental","415","D","520"
"11667","CLI9767","Universidade Privada","351","C","507"
"11668","CLI9768","Escola Fundamental","401","B","505"
"11669","CLI9769","Universidade Pública","313","D","524"
"11670","CLI9770","Universidade Pública","485","B","510"
"11671","CLI9771","Universidade Pública","323","B","530"
"11672","CLI9772","Universidade Privada","351","A","527"
"11673","CLI9773","Universidade Pública","494","B","524"
"11674","CLI9774","Universidade Pública","322","D","522"
"11675","CLI9775","Escola Secundária","419","B","527"
"11676","CLI9776","Universidade Pública","470","C","523"
"11677","CLI9777","Escola Secundária","435","C","519"
"11678","CLI9778","Universidade Privada","390","D","526"
"11679","CLI9779","Escola Secundária","351","D","504"
"11680","CLI9780","Escola Secundária","334","A","528"
"11681","CLI9781","Universidade Pública","415","C","521"
"11682","CLI9782","Universidade Privada","426","C","501"
"11683","CLI9783","Universidade Privada","457","A","529"
"11684","CLI9784","Escola Fundamental","393","B","502"
"11685","CLI9785","Universidade Privada","305","B","516"
"11686","CLI9786","Escola Secundária","336","A","500"
"11687","CLI9787","Escola Secundária","375","B","514"
"11688","CLI9788","Escola Fundamental","500","A","522"
"11689","CLI9789","Escola Fundamental","445","D","503"
"11690","CLI9790","Universidade Pública","356","A","502"
"11691","CLI9791","Escola Fundamental","326","C","519"
"11692","CLI9792","Universidade Privada","391","A","508"
"11693","CLI9793","Escola Secundária","350","C","526"
"11694","CLI9794","Escola Secundária","496","A","502"
"11695","CLI9795","Escola Secundária","345","C","521"
"11696","CLI9796","Universidade Pública","406","D","531"
"11697","CLI9797","Universidade Pública","467","B","514"
"11698","CLI9798","Escola Secundária","303","D","516"
"11699","CLI9799","Escola Secundária","425","A","532"
"11700","CLI9800","Universidade Pública","489","C","532"
"11701","CLI9801","Universidade Privada","436","B","508"
"11702","CLI9802","Universidade Privada","439","B","501"
"11703","CLI9803","Universidade Privada","334","B","524"
"11704","CLI9804","Escola Secundária","438","A","529"
"11705","CLI9805","Universidade Pública","393","B","506"
"11706","CLI9806","Escola Fundamental","481","A","505"
"11707","CLI9807","Escola Fundamental","472","C","522"
"11708","CLI9808","Universidade Pública","349","D","510"
"11709","CLI9809","Universidade Privada","403","C","509"
"11710","CLI9810","Escola Fundamental","433","C","531"
"11711","CLI9811","Escola Fundamental","380","A","515"
"11712","CLI9812","Universidade Privada","466","B","500"
"11713","CLI9813","Escola Secundária","442","D","532"
"11714","CLI9814","Universidade Pública","315","D","508"
"11715","CLI9815","Escola Secundária","499","C","532"
"11716","CLI9816","Universidade Privada","314","D","515"
"11717","CLI9817","Universidade Pública","351","B","527"
"11718","CLI9818","Universidade Privada","462","C","531"
"11719","CLI9819","Universidade Privada","464","A","508"
"11720","CLI9820","Universidade Pública","411","B","518"
"11721","CLI9821","Universidade Privada","460","B","516"
"11722","CLI9822","Universidade Pública","355","B","533"
"11723","CLI9823","Universidade Privada","423","D","508"
"11724","CLI9824","Escola Fundamental","440","D","532"
"11725","CLI9825","Universidade Privada","367","D","519"
"11726","CLI9826","Universidade Pública","475","D","525"
"11727","CLI9827","Escola Fundamental","446","D","525"
"11728","CLI9828","Escola Fundamental","405","B","518"
"11729","CLI9829","Escola Secundária","469","B","526"
"11730","CLI9830","Escola Fundamental","321","B","532"
"11731","CLI9831","Universidade Privada","389","D","523"
"11732","CLI9832","Universidade Pública","456","B","504"
"11733","CLI9833","Universidade Privada","482","D","528"
"11734","CLI9834","Escola Secundária","479","D","514"
"11735","CLI9835","Universidade Pública","402","D","507"
"11736","CLI9836","Escola Secundária","449","D","525"
"11737","CLI9837","Universidade Pública","430","A","519"
"11738","CLI9838","Escola Secundária","358","C","512"
"11739","CLI9839","Universidade Privada","425","C","514"
"11740","CLI9840","Universidade Pública","403","B","527"
"11741","CLI9841","Escola Secundária","360","C","531"
"11742","CLI9842","Escola Fundamental","416","B","530"
"11743","CLI9843","Escola Secundária","495","D","520"
"11744","CLI9844","Universidade Pública","408","A","518"
"11745","CLI9845","Escola Fundamental","405","C","519"
"11746","CLI9846","Escola Secundária","391","D","503"
"11747","CLI9847","Universidade Privada","443","B","513"
"11748","CLI9848","Universidade Pública","376","D","518"
"11749","CLI9849","Universidade Privada","488","A","520"
"11750","CLI9850","Escola Fundamental","343","B","514"
"11751","CLI9851","Escola Secundária","442","C","532"
"11752","CLI9852","Escola Fundamental","307","B","515"
"11753","CLI9853","Universidade Privada","443","D","510"
"11754","CLI9854","Escola Fundamental","352","D","527"
"11755","CLI9855","Universidade Pública","400","A","515"
"11756","CLI9856","Escola Secundária","430","B","502"
"11757","CLI9857","Escola Secundária","345","A","505"
"11758","CLI9858","Universidade Privada","399","A","506"
"11759","CLI9859","Escola Secundária","450","D","504"
"11760","CLI9860","Escola Secundária","368","C","509"
"11761","CLI9861","Universidade Privada","338","A","513"
"11762","CLI9862","Universidade Pública","360","D","505"
"11763","CLI9863","Escola Secundária","423","C","524"
"11764","CLI9864","Escola Secundária","301","A","521"
"11765","CLI9865","Escola Fundamental","459","B","509"
"11766","CLI9866","Universidade Privada","459","B","515"
"11767","CLI9867","Escola Secundária","460","C","522"
"11768","CLI9868","Escola Secundária","392","D","520"
"11769","CLI9869","Escola Secundária","305","D","513"
"11770","CLI9870","Universidade Pública","487","D","505"
"11771","CLI9871","Universidade Pública","398","C","516"
"11772","CLI9872","Escola Fundamental","423","B","527"
"11773","CLI9873","Universidade Privada","421","B","519"
"11774","CLI9874","Escola Secundária","432","D","516"
"11775","CLI9875","Escola Secundária","425","C","504"
"11776","CLI9876","Universidade Pública","373","A","533"
"11777","CLI9877","Escola Secundária","324","C","532"
"11778","CLI9878","Universidade Privada","387","B","530"
"11779","CLI9879","Escola Secundária","484","B","518"
"11780","CLI9880","Universidade Privada","323","A","521"
"11781","CLI9881","Escola Secundária","446","A","526"
"11782","CLI9882","Escola Fundamental","388","A","511"
"11783","CLI9883","Universidade Privada","412","A","523"
"11784","CLI9884","Escola Secundária","428","B","520"
"11785","CLI9885","Universidade Pública","491","D","502"
"11786","CLI9886","Escola Secundária","328","C","519"
"11787","CLI9887","Universidade Pública","460","A","511"
"11788","CLI9888","Escola Secundária","323","A","518"
"11789","CLI9889","Universidade Pública","494","A","504"
"11790","CLI9890","Universidade Pública","301","A","522"
"11791","CLI9891","Escola Secundária","361","A","513"
"11792","CLI9892","Escola Secundária","481","B","516"
"11793","CLI9893","Universidade Pública","442","C","528"
"11794","CLI9894","Escola Fundamental","459","C","525"
"11795","CLI9895","Universidade Privada","480","C","507"
"11796","CLI9896","Universidade Privada","412","C","505"
"11797","CLI9897","Escola Fundamental","395","D","509"
"11798","CLI9898","Escola Secundária","310","A","500"
"11799","CLI9899","Universidade Privada","477","D","511"
"11800","CLI9900","Escola Secundária","448","A","503"
"11801","CLI9901","Escola Secundária","373","A","502"
"11802","CLI9902","Universidade Pública","399","C","502"
"11803","CLI9903","Escola Fundamental","363","A","501"
"11804","CLI9904","Escola Secundária","424","B","520"
"11805","CLI9905","Escola Secundária","466","D","532"
"11806","CLI9906","Escola Fundamental","370","C","510"
"11807","CLI9907","Escola Secundária","334","B","517"
"11808","CLI9908","Universidade Pública","461","A","507"
"11809","CLI9909","Universidade Privada","498","A","523"
"11810","CLI9910","Escola Fundamental","358","D","505"
"11811","CLI9911","Universidade Privada","370","C","516"
"11812","CLI9912","Universidade Privada","350","B","529"
"11813","CLI9913","Escola Fundamental","497","C","525"
"11814","CLI9914","Universidade Privada","358","D","522"
"11815","CLI9915","Escola Fundamental","310","C","510"
"11816","CLI9916","Universidade Pública","474","D","515"
"11817","CLI9917","Escola Fundamental","396","B","506"
"11818","CLI9918","Universidade Privada","460","B","520"
"11819","CLI9919","Universidade Pública","341","D","515"
"11820","CLI9920","Universidade Pública","401","B","508"
"11821","CLI9921","Escola Fundamental","422","C","513"
"11822","CLI9922","Escola Secundária","456","C","505"
"11823","CLI9923","Escola Secundária","480","A","527"
"11824","CLI9924","Universidade Pública","334","D","519"
"11825","CLI9925","Escola Secundária","424","A","523"
"11826","CLI9926","Escola Fundamental","336","A","517"
"11827","CLI9927","Escola Fundamental","301","A","504"
"11828","CLI9928","Universidade Privada","346","A","532"
"11829","CLI9929","Universidade Privada","309","C","501"
"11830","CLI9930","Escola Secundária","332","B","511"
"11831","CLI9931","Escola Secundária","482","A","521"
"11832","CLI9932","Escola Fundamental","455","B","506"
"11833","CLI9933","Escola Fundamental","494","D","506"
"11834","CLI9934","Universidade Privada","484","A","522"
"11835","CLI9935","Escola Fundamental","492","B","529"
"11836","CLI9936","Universidade Pública","498","A","501"
"11837","CLI9937","Escola Secundária","471","C","533"
"11838","CLI9938","Escola Fundamental","424","D","510"
"11839","CLI9939","Universidade Privada","325","A","520"
"11840","CLI9940","Universidade Pública","409","B","501"
"11841","CLI9941","Escola Fundamental","444","A","518"
"11842","CLI9942","Universidade Privada","464","D","505"
"11843","CLI9943","Escola Fundamental","353","B","510"
"11844","CLI9944","Escola Secundária","371","C","510"
"11845","CLI9945","Universidade Privada","494","C","507"
"11846","CLI9946","Escola Secundária","470","B","530"
"11847","CLI9947","Escola Fundamental","360","C","533"
"11848","CLI9948","Universidade Privada","390","A","509"
"11849","CLI9949","Escola Fundamental","448","D","522"
"11850","CLI9950","Universidade Pública","425","C","501"
"11851","CLI9951","Escola Fundamental","375","D","512"
"11852","CLI9952","Universidade Privada","408","A","521"
"11853","CLI9953","Universidade Pública","381","A","529"
"11854","CLI9954","Universidade Privada","343","D","516"
"11855","CLI9955","Universidade Privada","468","C","508"
"11856","CLI9956","Universidade Pública","364","C","507"
"11857","CLI9957","Escola Fundamental","453","A","526"
"11858","CLI9958","Escola Fundamental","446","B","533"
"11859","CLI9959","Universidade Privada","427","C","531"
"11860","CLI9960","Universidade Privada","466","B","531"
"11861","CLI9961","Escola Fundamental","473","B","520"
"11862","CLI9962","Universidade Privada","499","D","523"
"11863","CLI9963","Escola Secundária","345","A","505"
"11864","CLI9964","Escola Fundamental","468","C","528"
"11865","CLI9965","Universidade Privada","414","C","501"
"11866","CLI9966","Escola Fundamental","373","B","510"
"11867","CLI9967","Escola Secundária","311","A","531"
"11868","CLI9968","Universidade Pública","429","B","528"
"11869","CLI9969","Escola Secundária","340","B","504"
"11870","CLI9970","Escola Fundamental","321","D","504"
"11871","CLI9971","Universidade Privada","479","B","533"
"11872","CLI9972","Universidade Privada","446","D","509"
"11873","CLI9973","Universidade Pública","462","D","524"
"11874","CLI9974","Escola Secundária","434","D","500"
"11875","CLI9975","Escola Fundamental","461","B","532"
"11876","CLI9976","Universidade Pública","405","C","508"
"11877","CLI9977","Escola Secundária","303","A","512"
"11878","CLI9978","Universidade Pública","363","A","530"
"11879","CLI9979","Universidade Pública","385","D","514"
"11880","CLI9980","Escola Fundamental","336","A","505"
"11881","CLI9981","Universidade Privada","325","B","517"
"11882","CLI9982","Universidade Privada","487","B","509"
"11883","CLI9983","Escola Secundária","313","A","514"
"11884","CLI9984","Universidade Privada","357","A","512"
"11885","CLI9985","Universidade Privada","493","A","531"
"11886","CLI9986","Universidade Pública","372","A","512"
"11887","CLI9987","Universidade Privada","386","D","530"
"11888","CLI9988","Escola Secundária","337","D","523"
"11889","CLI9989","Universidade Pública","389","A","520"
"11890","CLI9990","Escola Secundária","312","A","517"
"11891","CLI9991","Escola Secundária","470","A","527"
"11892","CLI9992","Escola Fundamental","335","A","517"
"11893","CLI9993","Escola Fundamental","480","A","533"
"11894","CLI9994","Escola Secundária","415","C","524"
"11895","CLI9995","Escola Secundária","355","A","501"
"11896","CLI9996","Escola Secundária","343","B","514"
"11897","CLI9997","Escola Secundária","409","C","529"
"11898","CLI9998","Universidade Pública","341","D","513"
"11899","CLI9999","Escola Secundária","373","A","506"
"11900","CLI10000","Escola Fundamental","398","A","517"
"11901","CLI10001","Universidade Pública","420","B","505"
"11902","CLI10002","Escola Fundamental","371","B","509"
"11903","CLI10003","Escola Secundária","395","B","532"
"11904","CLI10004","Universidade Pública","416","A","514"
"11905","CLI10005","Escola Secundária","391","A","524"
"11906","CLI10006","Escola Fundamental","431","B","519"
"11907","CLI10007","Universidade Privada","418","B","524"
"11908","CLI10008","Escola Secundária","300","B","514"
"11909","CLI10009","Escola Secundária","402","B","530"
"11910","CLI10010","Escola Secundária","424","A","530"
"11911","CLI10011","Escola Secundária","359","D","505"
"11912","CLI10012","Escola Secundária","488","B","505"
"11913","CLI10013","Escola Secundária","336","B","533"
"11914","CLI10014","Universidade Pública","318","C","526"
"11915","CLI10015","Universidade Pública","363","A","525"
"11916","CLI10016","Escola Fundamental","421","D","508"
"11917","CLI10017","Escola Fundamental","462","D","531"
"11918","CLI10018","Universidade Pública","486","D","513"
"11919","CLI10019","Universidade Pública","366","C","518"
"11920","CLI10020","Universidade Privada","428","D","519"
"11921","CLI10021","Escola Fundamental","363","A","529"
"11922","CLI10022","Escola Fundamental","387","B","508"
"11923","CLI10023","Universidade Pública","385","A","509"
"11924","CLI10024","Universidade Privada","427","A","512"
"11925","CLI10025","Escola Fundamental","443","D","532"
"11926","CLI10026","Escola Secundária","365","B","507"
"11927","CLI10027","Universidade Privada","353","C","526"
"11928","CLI10028","Escola Secundária","460","B","523"
"11929","CLI10029","Escola Fundamental","400","D","510"
"11930","CLI10030","Universidade Pública","463","C","532"
"11931","CLI10031","Universidade Privada","429","A","515"
"11932","CLI10032","Universidade Privada","457","A","525"
"11933","CLI10033","Universidade Pública","398","A","517"
"11934","CLI10034","Escola Fundamental","428","D","520"
"11935","CLI10035","Escola Fundamental","344","A","530"
"11936","CLI10036","Universidade Pública","457","C","502"
"11937","CLI10037","Escola Secundária","340","B","516"
"11938","CLI10038","Universidade Privada","392","C","515"
"11939","CLI10039","Universidade Pública","416","A","519"
"11940","CLI10040","Universidade Privada","450","D","502"
"11941","CLI10041","Universidade Pública","428","B","510"
"11942","CLI10042","Escola Fundamental","326","C","506"
"11943","CLI10043","Universidade Privada","341","A","530"
"11944","CLI10044","Escola Secundária","419","B","505"
"11945","CLI10045","Universidade Pública","310","B","515"
"11946","CLI10046","Universidade Pública","400","D","529"
"11947","CLI10047","Universidade Pública","456","D","510"
"11948","CLI10048","Escola Secundária","396","B","520"
"11949","CLI10049","Universidade Pública","386","B","508"
"11950","CLI10050","Escola Secundária","444","C","527"
"11951","CLI10051","Escola Fundamental","438","A","501"
"11952","CLI10052","Escola Secundária","456","A","502"
"11953","CLI10053","Escola Fundamental","362","D","513"
"11954","CLI10054","Universidade Pública","311","B","500"
"11955","CLI10055","Universidade Pública","350","D","532"
"11956","CLI10056","Escola Fundamental","478","A","504"
"11957","CLI10057","Escola Fundamental","488","A","517"
"11958","CLI10058","Escola Fundamental","304","D","504"
"11959","CLI10059","Universidade Privada","464","B","508"
"11960","CLI10060","Escola Secundária","488","D","507"
"11961","CLI10061","Escola Fundamental","394","D","519"
"11962","CLI10062","Escola Secundária","477","B","515"
"11963","CLI10063","Escola Secundária","357","C","507"
"11964","CLI10064","Universidade Privada","359","C","525"
"11965","CLI10065","Universidade Privada","423","C","504"
"11966","CLI10066","Escola Fundamental","395","B","517"
"11967","CLI10067","Universidade Privada","477","B","524"
